,country,level_education,year,ratio_employment_to_population
39933,LKA,LESS_THAN_BASIC,2021,22.804
39934,LKA,BASIC,2021,26.756
39935,LKA,INTERMEDATE,2021,28.456
39936,LKA,ADVANCED,2021,78.713
39973,LKA,TOTAL,2020,29.34
39974,LKA,LESS_THAN_BASIC,2020,23.19
39975,LKA,BASIC,2020,26.887
39976,LKA,INTERMEDATE,2020,29.383
39977,LKA,ADVANCED,2020,72.228
40015,LKA,TOTAL,2019,31.902
40016,LKA,LESS_THAN_BASIC,2019,26.381
40017,LKA,BASIC,2019,29.229
40018,LKA,INTERMEDATE,2019,32.363
40019,LKA,ADVANCED,2019,74.59
40054,LKA,TOTAL,2018,31.177
40055,LKA,LESS_THAN_BASIC,2018,27.154
40056,LKA,BASIC,2018,28.613
40057,LKA,INTERMEDATE,2018,31.645
40058,LKA,ADVANCED,2018,71.535
40095,LKA,TOTAL,2017,34.251
40096,LKA,LESS_THAN_BASIC,2017,30.771
40097,LKA,BASIC,2017,31.501
40098,LKA,INTERMEDATE,2017,35.205
40099,LKA,ADVANCED,2017,74.529
40137,LKA,TOTAL,2016,33.37
40138,LKA,LESS_THAN_BASIC,2016,29.47
40139,LKA,BASIC,2016,30.645
40140,LKA,INTERMEDATE,2016,34.633
40141,LKA,ADVANCED,2016,75.674
40179,LKA,TOTAL,2015,33.15
40180,LKA,LESS_THAN_BASIC,2015,29.403
40181,LKA,BASIC,2015,30.959
40182,LKA,INTERMEDATE,2015,33.563
40183,LKA,ADVANCED,2015,75.603
40220,LKA,TOTAL,2014,31.459
40221,LKA,LESS_THAN_BASIC,2014,27.387
40222,LKA,BASIC,2014,29.163
40223,LKA,INTERMEDATE,2014,32.27
40224,LKA,ADVANCED,2014,77.254
40261,LKA,TOTAL,2013,32.045
40262,LKA,LESS_THAN_BASIC,2013,30.85
40263,LKA,BASIC,2013,29.512
40264,LKA,INTERMEDATE,2013,32.542
40265,LKA,ADVANCED,2013,75.795
40301,LKA,TOTAL,2011,31.832
40302,LKA,LESS_THAN_BASIC,2011,31.988
40303,LKA,BASIC,2011,29.781
40304,LKA,INTERMEDATE,2011,32.108
40305,LKA,ADVANCED,2011,70.249
40336,LKA,TOTAL,2010,31.78
40337,LKA,LESS_THAN_BASIC,2010,31.873
40338,LKA,BASIC,2010,30.009
40339,LKA,INTERMEDATE,2010,32.194
40340,LKA,ADVANCED,2010,66.368
40371,LSO,TOTAL,2019,39.579
40372,LSO,LESS_THAN_BASIC,2019,-1.0
40373,LSO,BASIC,2019,37.157
40374,LSO,INTERMEDATE,2019,49.91
40375,LSO,ADVANCED,2019,74.942
40413,LTU,TOTAL,2023,54.762
40414,LTU,BASIC,2023,13.885
40415,LTU,INTERMEDATE,2023,46.044
40416,LTU,ADVANCED,2023,76.436
40440,LTU,TOTAL,2022,55.606
40441,LTU,LESS_THAN_BASIC,2022,-1.0
40442,LTU,BASIC,2022,10.379
40443,LTU,INTERMEDATE,2022,48.552
40444,LTU,ADVANCED,2022,76.82
40471,LTU,TOTAL,2021,53.556
40472,LTU,LESS_THAN_BASIC,2021,-1.0
40473,LTU,BASIC,2021,9.137
40474,LTU,INTERMEDATE,2021,47.503
40475,LTU,ADVANCED,2021,76.374
40502,LTU,TOTAL,2020,52.934
40503,LTU,BASIC,2020,8.776
40504,LTU,INTERMEDATE,2020,46.654
40505,LTU,ADVANCED,2020,77.954
40530,LTU,TOTAL,2019,54.123
40531,LTU,LESS_THAN_BASIC,2019,-1.0
40532,LTU,BASIC,2019,9.274
40533,LTU,INTERMEDATE,2019,49.11
40534,LTU,ADVANCED,2019,79.324
40560,LTU,TOTAL,2018,53.468
40561,LTU,LESS_THAN_BASIC,2018,-1.0
40562,LTU,BASIC,2018,9.058
40563,LTU,INTERMEDATE,2018,49.783
40564,LTU,ADVANCED,2018,79.293
40590,LTU,TOTAL,2017,52.664
40591,LTU,LESS_THAN_BASIC,2017,-1.0
40592,LTU,BASIC,2017,7.743
40593,LTU,INTERMEDATE,2017,49.796
40594,LTU,ADVANCED,2017,79.695
40622,LTU,TOTAL,2016,51.948
40623,LTU,LESS_THAN_BASIC,2016,-1.0
40624,LTU,BASIC,2016,7.08
40625,LTU,INTERMEDATE,2016,49.785
40626,LTU,ADVANCED,2016,79.728
40654,LTU,TOTAL,2015,49.999
40655,LTU,LESS_THAN_BASIC,2015,1.083
40656,LTU,BASIC,2015,7.402
40657,LTU,INTERMEDATE,2015,49.607
40658,LTU,ADVANCED,2015,77.368
40687,LTU,TOTAL,2014,48.911
40688,LTU,LESS_THAN_BASIC,2014,-1.0
40689,LTU,BASIC,2014,7.353
40690,LTU,INTERMEDATE,2014,50.045
40691,LTU,ADVANCED,2014,76.959
40717,LTU,TOTAL,2013,47.4
40718,LTU,BASIC,2013,5.918
40719,LTU,INTERMEDATE,2013,48.975
40720,LTU,ADVANCED,2013,77.949
40751,LTU,TOTAL,2012,47.042
40752,LTU,LESS_THAN_BASIC,2012,-1.0
40753,LTU,BASIC,2012,6.384
40754,LTU,INTERMEDATE,2012,49.167
40755,LTU,ADVANCED,2012,78.126
40787,LTU,TOTAL,2011,45.9
40788,LTU,LESS_THAN_BASIC,2011,-1.0
40789,LTU,BASIC,2011,6.185
40790,LTU,INTERMEDATE,2011,48.344
40791,LTU,ADVANCED,2011,79.076
40823,LTU,TOTAL,2010,44.905
40824,LTU,LESS_THAN_BASIC,2010,0.718
40825,LTU,BASIC,2010,6.327
40826,LTU,INTERMEDATE,2010,48.529
40827,LTU,ADVANCED,2010,77.463
40860,LTU,TOTAL,2009,46.562
40861,LTU,LESS_THAN_BASIC,2009,-1.0
40862,LTU,BASIC,2009,8.239
40863,LTU,INTERMEDATE,2009,52.456
40864,LTU,ADVANCED,2009,78.181
40896,LTU,TOTAL,2008,47.672
40897,LTU,LESS_THAN_BASIC,2008,-1.0
40898,LTU,BASIC,2008,8.294
40899,LTU,INTERMEDATE,2008,55.779
40900,LTU,ADVANCED,2008,78.559
40933,LTU,TOTAL,2007,48.026
40934,LTU,LESS_THAN_BASIC,2007,-1.0
40935,LTU,BASIC,2007,10.509
40936,LTU,INTERMEDATE,2007,56.64
40937,LTU,ADVANCED,2007,79.532
40970,LTU,TOTAL,2006,47.38
40971,LTU,LESS_THAN_BASIC,2006,-1.0
40972,LTU,BASIC,2006,10.706
40973,LTU,INTERMEDATE,2006,56.494
40974,LTU,ADVANCED,2006,79.807
41009,LTU,TOTAL,2005,46.431
41010,LTU,BASIC,2005,9.649
41011,LTU,INTERMEDATE,2005,56.517
41012,LTU,ADVANCED,2005,78.094
41037,LTU,TOTAL,2004,45.778
41038,LTU,BASIC,2004,10.893
41039,LTU,INTERMEDATE,2004,56.432
41040,LTU,ADVANCED,2004,76.438
41065,LTU,TOTAL,2003,47.769
41066,LTU,BASIC,2003,12.525
41067,LTU,INTERMEDATE,2003,59.522
41068,LTU,ADVANCED,2003,78.456
41093,LTU,TOTAL,2002,45.888
41094,LTU,BASIC,2002,11.663
41095,LTU,INTERMEDATE,2002,59.071
41096,LTU,ADVANCED,2002,75.72
41121,LTU,TOTAL,2001,46.017
41122,LTU,BASIC,2001,12.687
41123,LTU,INTERMEDATE,2001,56.509
41124,LTU,ADVANCED,2001,80.543
41149,LTU,TOTAL,2000,47.492
41150,LTU,BASIC,2000,13.684
41151,LTU,INTERMEDATE,2000,57.079
41152,LTU,ADVANCED,2000,72.914
41177,LUX,TOTAL,2023,55.064
41178,LUX,BASIC,2023,28.909
41179,LUX,INTERMEDATE,2023,50.191
41180,LUX,ADVANCED,2023,75.623
41200,LUX,TOTAL,2022,55.23
41201,LUX,LESS_THAN_BASIC,2022,35.035
41202,LUX,BASIC,2022,29.694
41203,LUX,INTERMEDATE,2022,50.566
41204,LUX,ADVANCED,2022,75.18
41241,LUX,TOTAL,2021,54.531
41242,LUX,LESS_THAN_BASIC,2021,30.941
41243,LUX,BASIC,2021,30.36
41244,LUX,INTERMEDATE,2021,49.653
41245,LUX,ADVANCED,2021,74.794
41282,LUX,TOTAL,2020,53.025
41283,LUX,LESS_THAN_BASIC,2020,34.358
41284,LUX,BASIC,2020,29.649
41285,LUX,INTERMEDATE,2020,52.298
41286,LUX,ADVANCED,2020,74.826
41322,LUX,TOTAL,2019,52.735
41323,LUX,LESS_THAN_BASIC,2019,29.881
41324,LUX,BASIC,2019,29.838
41325,LUX,INTERMEDATE,2019,52.022
41326,LUX,ADVANCED,2019,74.03
41363,LUX,TOTAL,2018,52.52
41364,LUX,LESS_THAN_BASIC,2018,30.305
41365,LUX,BASIC,2018,29.081
41366,LUX,INTERMEDATE,2018,55.137
41367,LUX,ADVANCED,2018,74.778
41404,LUX,TOTAL,2017,51.943
41405,LUX,LESS_THAN_BASIC,2017,47.179
41406,LUX,BASIC,2017,27.711
41407,LUX,INTERMEDATE,2017,55.614
41408,LUX,ADVANCED,2017,75.479
41444,LUX,TOTAL,2016,50.909
41445,LUX,LESS_THAN_BASIC,2016,29.411
41446,LUX,BASIC,2016,27.636
41447,LUX,INTERMEDATE,2016,53.341
41448,LUX,ADVANCED,2016,74.406
41484,LUX,TOTAL,2015,51.288
41485,LUX,LESS_THAN_BASIC,2015,22.495
41486,LUX,BASIC,2015,32.222
41487,LUX,INTERMEDATE,2015,52.037
41488,LUX,ADVANCED,2015,74.063
41525,LUX,TOTAL,2014,49.948
41526,LUX,LESS_THAN_BASIC,2014,-1.0
41527,LUX,BASIC,2014,26.279
41528,LUX,INTERMEDATE,2014,49.365
41529,LUX,ADVANCED,2014,74.112
41564,LUX,TOTAL,2013,49.148
41565,LUX,LESS_THAN_BASIC,2013,-1.0
41566,LUX,BASIC,2013,27.105
41567,LUX,INTERMEDATE,2013,48.759
41568,LUX,ADVANCED,2013,73.053
41601,LUX,TOTAL,2012,48.993
41602,LUX,LESS_THAN_BASIC,2012,-1.0
41603,LUX,BASIC,2012,28.688
41604,LUX,INTERMEDATE,2012,50.571
41605,LUX,ADVANCED,2012,72.69
41642,LUX,TOTAL,2011,47.03
41643,LUX,LESS_THAN_BASIC,2011,-1.0
41644,LUX,BASIC,2011,27.775
41645,LUX,INTERMEDATE,2011,47.848
41646,LUX,ADVANCED,2011,72.148
41681,LUX,TOTAL,2010,47.081
41682,LUX,LESS_THAN_BASIC,2010,-1.0
41683,LUX,BASIC,2010,28.123
41684,LUX,INTERMEDATE,2010,49.876
41685,LUX,ADVANCED,2010,72.654
41721,LUX,TOTAL,2009,46.757
41722,LUX,LESS_THAN_BASIC,2009,-1.0
41723,LUX,BASIC,2009,28.197
41724,LUX,INTERMEDATE,2009,49.18
41725,LUX,ADVANCED,2009,71.954
41759,LUX,TOTAL,2008,45.159
41760,LUX,LESS_THAN_BASIC,2008,58.478
41761,LUX,BASIC,2008,26.41
41762,LUX,INTERMEDATE,2008,50.431
41763,LUX,ADVANCED,2008,72.616
41799,LUX,TOTAL,2007,47.998
41800,LUX,LESS_THAN_BASIC,2007,56.071
41801,LUX,BASIC,2007,29.513
41802,LUX,INTERMEDATE,2007,53.359
41803,LUX,ADVANCED,2007,76.74
41839,LUX,TOTAL,2006,46.304
41840,LUX,LESS_THAN_BASIC,2006,51.772
41841,LUX,BASIC,2006,27.053
41842,LUX,INTERMEDATE,2006,53.808
41843,LUX,ADVANCED,2006,77.698
41878,LUX,TOTAL,2005,43.65
41879,LUX,BASIC,2005,28.456
41880,LUX,INTERMEDATE,2005,49.998
41881,LUX,ADVANCED,2005,71.929
41911,LUX,TOTAL,2004,42.188
41912,LUX,BASIC,2004,27.601
41913,LUX,INTERMEDATE,2004,51.026
41914,LUX,ADVANCED,2004,71.436
41941,LUX,TOTAL,2003,41.601
41942,LUX,BASIC,2003,29.241
41943,LUX,INTERMEDATE,2003,52.461
41944,LUX,ADVANCED,2003,68.006
41972,LUX,TOTAL,2002,41.931
41973,LUX,BASIC,2002,28.656
41974,LUX,INTERMEDATE,2002,52.157
41975,LUX,ADVANCED,2002,72.058
42006,LUX,TOTAL,2001,41.466
42007,LUX,BASIC,2001,29.582
42008,LUX,INTERMEDATE,2001,51.911
42009,LUX,ADVANCED,2001,71.824
42041,LUX,TOTAL,2000,40.072
42042,LUX,BASIC,2000,28.99
42043,LUX,INTERMEDATE,2000,46.148
42044,LUX,ADVANCED,2000,70.068
42076,LVA,TOTAL,2023,52.697
42077,LVA,BASIC,2023,19.183
42078,LVA,INTERMEDATE,2023,48.445
42079,LVA,ADVANCED,2023,72.854
42103,LVA,TOTAL,2022,52.546
42104,LVA,BASIC,2022,19.13
42105,LVA,INTERMEDATE,2022,48.578
42106,LVA,ADVANCED,2022,71.833
42134,LVA,TOTAL,2021,50.77
42135,LVA,LESS_THAN_BASIC,2021,-1.0
42136,LVA,BASIC,2021,13.604
42137,LVA,INTERMEDATE,2021,45.464
42138,LVA,ADVANCED,2021,73.046
42166,LVA,TOTAL,2020,52.068
42167,LVA,LESS_THAN_BASIC,2020,-1.0
42168,LVA,BASIC,2020,22.159
42169,LVA,INTERMEDATE,2020,57.396
42170,LVA,ADVANCED,2020,78.182
42200,LVA,TOTAL,2019,52.66
42201,LVA,LESS_THAN_BASIC,2019,-1.0
42202,LVA,BASIC,2019,25.314
42203,LVA,INTERMEDATE,2019,57.428
42204,LVA,ADVANCED,2019,81.434
42232,LVA,TOTAL,2018,52.226
42233,LVA,LESS_THAN_BASIC,2018,-1.0
42234,LVA,BASIC,2018,22.124
42235,LVA,INTERMEDATE,2018,57.865
42236,LVA,ADVANCED,2018,80.638
42270,LVA,TOTAL,2017,50.946
42271,LVA,LESS_THAN_BASIC,2017,-1.0
42272,LVA,BASIC,2017,24.301
42273,LVA,INTERMEDATE,2017,56.031
42274,LVA,ADVANCED,2017,80.011
42306,LVA,TOTAL,2016,50.367
42307,LVA,LESS_THAN_BASIC,2016,-1.0
42308,LVA,BASIC,2016,22.376
42309,LVA,INTERMEDATE,2016,54.605
42310,LVA,ADVANCED,2016,79.988
42345,LVA,TOTAL,2015,49.443
42346,LVA,LESS_THAN_BASIC,2015,-1.0
42347,LVA,BASIC,2015,18.655
42348,LVA,INTERMEDATE,2015,55.039
42349,LVA,ADVANCED,2015,77.773
42384,LVA,TOTAL,2014,48.175
42385,LVA,LESS_THAN_BASIC,2014,-1.0
42386,LVA,BASIC,2014,17.865
42387,LVA,INTERMEDATE,2014,53.869
42388,LVA,ADVANCED,2014,76.703
42420,LVA,TOTAL,2013,48.016
42421,LVA,LESS_THAN_BASIC,2013,-1.0
42422,LVA,BASIC,2013,17.774
42423,LVA,INTERMEDATE,2013,53.239
42424,LVA,ADVANCED,2013,76.804
42456,LVA,TOTAL,2012,46.758
42457,LVA,LESS_THAN_BASIC,2012,7.902
42458,LVA,BASIC,2012,16.902
42459,LVA,INTERMEDATE,2012,50.514
42460,LVA,ADVANCED,2012,79.149
42494,LVA,TOTAL,2011,45.742
42495,LVA,LESS_THAN_BASIC,2011,-1.0
42496,LVA,BASIC,2011,17.09
42497,LVA,INTERMEDATE,2011,50.566
42498,LVA,ADVANCED,2011,78.299
42531,LVA,TOTAL,2010,45.128
42532,LVA,LESS_THAN_BASIC,2010,6.49
42533,LVA,BASIC,2010,17.531
42534,LVA,INTERMEDATE,2010,51.501
42535,LVA,ADVANCED,2010,73.86
42570,LVA,TOTAL,2009,46.821
42571,LVA,LESS_THAN_BASIC,2009,-1.0
42572,LVA,BASIC,2009,19.826
42573,LVA,INTERMEDATE,2009,54.483
42574,LVA,ADVANCED,2009,76.426
42610,LVA,TOTAL,2008,51.11
42611,LVA,LESS_THAN_BASIC,2008,3.806
42612,LVA,BASIC,2008,22.114
42613,LVA,INTERMEDATE,2008,61.696
42614,LVA,ADVANCED,2008,80.333
42650,LVA,TOTAL,2007,50.159
42651,LVA,LESS_THAN_BASIC,2007,6.194
42652,LVA,BASIC,2007,22.51
42653,LVA,INTERMEDATE,2007,61.772
42654,LVA,ADVANCED,2007,80.566
42690,LVA,TOTAL,2006,48.711
42691,LVA,LESS_THAN_BASIC,2006,-1.0
42692,LVA,BASIC,2006,20.078
42693,LVA,INTERMEDATE,2006,60.778
42694,LVA,ADVANCED,2006,78.825
42727,LVA,TOTAL,2005,45.634
42728,LVA,BASIC,2005,18.274
42729,LVA,INTERMEDATE,2005,56.783
42730,LVA,ADVANCED,2005,75.967
42755,LVA,TOTAL,2004,44.52
42756,LVA,BASIC,2004,19.798
42757,LVA,INTERMEDATE,2004,55.368
42758,LVA,ADVANCED,2004,76.745
42783,LVA,TOTAL,2003,44.739
42784,LVA,BASIC,2003,20.053
42785,LVA,INTERMEDATE,2003,57.132
42786,LVA,ADVANCED,2003,71.829
42811,LVA,TOTAL,2002,44.833
42812,LVA,BASIC,2002,19.167
42813,LVA,INTERMEDATE,2002,57.016
42814,LVA,ADVANCED,2002,71.415
42839,LVA,TOTAL,2001,43.958
42840,LVA,BASIC,2001,19.158
42841,LVA,INTERMEDATE,2001,52.253
42842,LVA,ADVANCED,2001,71.568
42867,LVA,TOTAL,2000,42.46
42868,LVA,BASIC,2000,14.386
42869,LVA,INTERMEDATE,2000,51.566
42870,LVA,ADVANCED,2000,70.477
42895,MAR,TOTAL,2014,14.378
42896,MAR,LESS_THAN_BASIC,2014,10.52
42897,MAR,BASIC,2014,13.001
42898,MAR,INTERMEDATE,2014,27.253
42899,MAR,ADVANCED,2014,61.307
42930,MAR,TOTAL,2004,18.113
42931,MAR,LESS_THAN_BASIC,2004,15.908
42932,MAR,BASIC,2004,16.907
42933,MAR,INTERMEDATE,2004,33.499
42934,MAR,ADVANCED,2004,56.037
42965,MDA,TOTAL,2023,70.391
42966,MDA,LESS_THAN_BASIC,2023,14.638
42967,MDA,BASIC,2023,67.851
42968,MDA,INTERMEDATE,2023,71.468
42969,MDA,ADVANCED,2023,72.302
42999,MDA,TOTAL,2022,72.337
43000,MDA,LESS_THAN_BASIC,2022,16.24
43001,MDA,BASIC,2022,69.604
43002,MDA,INTERMEDATE,2022,74.032
43003,MDA,ADVANCED,2022,73.348
43033,MDA,TOTAL,2021,71.627
43034,MDA,LESS_THAN_BASIC,2021,18.88
43035,MDA,BASIC,2021,70.572
43036,MDA,INTERMEDATE,2021,73.185
43037,MDA,ADVANCED,2021,70.363
43067,MDA,TOTAL,2020,68.72
43068,MDA,LESS_THAN_BASIC,2020,27.997
43069,MDA,BASIC,2020,68.696
43070,MDA,INTERMEDATE,2020,68.17
43071,MDA,ADVANCED,2020,71.137
43101,MDA,TOTAL,2019,69.285
43102,MDA,LESS_THAN_BASIC,2019,34.201
43103,MDA,BASIC,2019,69.054
43104,MDA,INTERMEDATE,2019,68.736
43105,MDA,ADVANCED,2019,72.096
43136,MDA,TOTAL,2018,67.085
43137,MDA,LESS_THAN_BASIC,2018,31.589
43138,MDA,BASIC,2018,67.303
43139,MDA,INTERMEDATE,2018,66.888
43140,MDA,ADVANCED,2018,68.407
43171,MDA,TOTAL,2017,67.719
43172,MDA,LESS_THAN_BASIC,2017,45.819
43173,MDA,BASIC,2017,67.872
43174,MDA,INTERMEDATE,2017,68.099
43175,MDA,ADVANCED,2017,67.085
43206,MDA,TOTAL,2016,69.34
43207,MDA,LESS_THAN_BASIC,2016,49.29
43208,MDA,BASIC,2016,70.046
43209,MDA,INTERMEDATE,2016,68.796
43210,MDA,ADVANCED,2016,70.284
43241,MDA,TOTAL,2015,69.48
43242,MDA,LESS_THAN_BASIC,2015,47.046
43243,MDA,BASIC,2015,69.959
43244,MDA,INTERMEDATE,2015,69.305
43245,MDA,ADVANCED,2015,69.997
43276,MDA,TOTAL,2014,69.397
43277,MDA,LESS_THAN_BASIC,2014,47.307
43278,MDA,BASIC,2014,70.098
43279,MDA,INTERMEDATE,2014,69.146
43280,MDA,ADVANCED,2014,69.925
43311,MDA,TOTAL,2013,65.581
43312,MDA,LESS_THAN_BASIC,2013,48.458
43313,MDA,BASIC,2013,67.493
43314,MDA,INTERMEDATE,2013,64.023
43315,MDA,ADVANCED,2013,67.557
43346,MDA,TOTAL,2012,64.907
43347,MDA,LESS_THAN_BASIC,2012,49.878
43348,MDA,BASIC,2012,64.858
43349,MDA,INTERMEDATE,2012,64.024
43350,MDA,ADVANCED,2012,68.296
43381,MDA,TOTAL,2011,63.821
43382,MDA,LESS_THAN_BASIC,2011,45.846
43383,MDA,BASIC,2011,62.43
43384,MDA,INTERMEDATE,2011,63.958
43385,MDA,ADVANCED,2011,67.251
43416,MDA,TOTAL,2010,62.301
43417,MDA,LESS_THAN_BASIC,2010,38.404
43418,MDA,BASIC,2010,60.49
43419,MDA,INTERMEDATE,2010,62.492
43420,MDA,ADVANCED,2010,67.055
43451,MDA,TOTAL,2009,59.103
43452,MDA,LESS_THAN_BASIC,2009,38.879
43453,MDA,BASIC,2009,54.973
43454,MDA,INTERMEDATE,2009,59.969
43455,MDA,ADVANCED,2009,65.963
43486,MDA,TOTAL,2008,58.785
43487,MDA,LESS_THAN_BASIC,2008,37.989
43488,MDA,BASIC,2008,53.236
43489,MDA,INTERMEDATE,2008,59.873
43490,MDA,ADVANCED,2008,68.942
43521,MDA,TOTAL,2007,58.17
43522,MDA,LESS_THAN_BASIC,2007,43.882
43523,MDA,BASIC,2007,51.699
43524,MDA,INTERMEDATE,2007,59.465
43525,MDA,ADVANCED,2007,70.644
43556,MDA,TOTAL,2006,56.0
43557,MDA,LESS_THAN_BASIC,2006,36.167
43558,MDA,BASIC,2006,49.355
43559,MDA,INTERMEDATE,2006,57.864
43560,MDA,ADVANCED,2006,67.554
43591,MDA,TOTAL,2005,52.51
43592,MDA,LESS_THAN_BASIC,2005,26.022
43593,MDA,BASIC,2005,42.368
43594,MDA,INTERMEDATE,2005,56.055
43595,MDA,ADVANCED,2005,70.718
43624,MDA,TOTAL,2004,51.947
43625,MDA,LESS_THAN_BASIC,2004,23.326
43626,MDA,BASIC,2004,39.553
43627,MDA,INTERMEDATE,2004,57.144
43628,MDA,ADVANCED,2004,70.168
43659,MDA,TOTAL,2003,53.237
43660,MDA,LESS_THAN_BASIC,2003,22.255
43661,MDA,BASIC,2003,41.95
43662,MDA,INTERMEDATE,2003,58.904
43663,MDA,ADVANCED,2003,70.084
43693,MDA,TOTAL,2002,51.707
43694,MDA,LESS_THAN_BASIC,2002,12.315
43695,MDA,BASIC,2002,37.707
43696,MDA,INTERMEDATE,2002,59.692
43697,MDA,ADVANCED,2002,69.945
43728,MDA,TOTAL,2001,51.429
43729,MDA,LESS_THAN_BASIC,2001,12.601
43730,MDA,BASIC,2001,36.977
43731,MDA,INTERMEDATE,2001,59.96
43732,MDA,ADVANCED,2001,70.636
43763,MDA,TOTAL,2000,52.233
43764,MDA,LESS_THAN_BASIC,2000,13.672
43765,MDA,BASIC,2000,38.701
43766,MDA,INTERMEDATE,2000,60.147
43767,MDA,ADVANCED,2000,69.404
43798,MDG,TOTAL,2015,82.081
43799,MDG,LESS_THAN_BASIC,2015,89.916
43800,MDG,BASIC,2015,86.099
43801,MDG,INTERMEDATE,2015,64.668
43802,MDG,ADVANCED,2015,55.32
43833,MDG,TOTAL,2012,90.739
43834,MDG,LESS_THAN_BASIC,2012,91.243
43835,MDG,BASIC,2012,93.835
43836,MDG,INTERMEDATE,2012,78.806
43837,MDG,ADVANCED,2012,72.603
43868,MDG,TOTAL,2001,74.372
43869,MDG,LESS_THAN_BASIC,2001,81.179
43870,MDG,BASIC,2001,71.017
43871,MDG,INTERMEDATE,2001,56.301
43872,MDG,ADVANCED,2001,51.326
43898,MDV,TOTAL,2019,48.615
43899,MDV,LESS_THAN_BASIC,2019,34.684
43900,MDV,BASIC,2019,40.247
43901,MDV,INTERMEDATE,2019,62.562
43902,MDV,ADVANCED,2019,86.567
43935,MDV,TOTAL,2016,39.931
43936,MDV,LESS_THAN_BASIC,2016,29.22
43937,MDV,BASIC,2016,35.927
43938,MDV,INTERMEDATE,2016,61.191
43939,MDV,ADVANCED,2016,70.927
43977,MDV,TOTAL,2014,45.414
43978,MDV,LESS_THAN_BASIC,2014,36.553
43979,MDV,BASIC,2014,47.613
43980,MDV,INTERMEDATE,2014,67.847
43981,MDV,ADVANCED,2014,83.992
44019,MDV,TOTAL,2009,32.937
44020,MDV,LESS_THAN_BASIC,2009,28.476
44021,MDV,BASIC,2009,28.468
44022,MDV,INTERMEDATE,2009,35.761
44023,MDV,ADVANCED,2009,27.527
44060,MEX,TOTAL,2023,44.951
44061,MEX,LESS_THAN_BASIC,2023,26.648
44062,MEX,BASIC,2023,39.563
44063,MEX,INTERMEDATE,2023,49.069
44064,MEX,ADVANCED,2023,69.483
44102,MEX,TOTAL,2022,43.536
44103,MEX,LESS_THAN_BASIC,2022,26.2
44104,MEX,BASIC,2022,38.232
44105,MEX,INTERMEDATE,2022,47.265
44106,MEX,ADVANCED,2022,68.209
44144,MEX,TOTAL,2021,41.875
44145,MEX,LESS_THAN_BASIC,2021,23.919
44146,MEX,BASIC,2021,37.068
44147,MEX,INTERMEDATE,2021,46.208
44148,MEX,ADVANCED,2021,66.141
44186,MEX,TOTAL,2020,39.285
44187,MEX,LESS_THAN_BASIC,2020,24.65
44188,MEX,BASIC,2020,34.415
44189,MEX,INTERMEDATE,2020,43.091
44190,MEX,ADVANCED,2020,64.055
44228,MEX,TOTAL,2019,43.194
44229,MEX,LESS_THAN_BASIC,2019,27.517
44230,MEX,BASIC,2019,38.928
44231,MEX,INTERMEDATE,2019,47.984
44232,MEX,ADVANCED,2019,67.543
44270,MEX,TOTAL,2018,42.063
44271,MEX,LESS_THAN_BASIC,2018,26.617
44272,MEX,BASIC,2018,37.497
44273,MEX,INTERMEDATE,2018,47.362
44274,MEX,ADVANCED,2018,67.308
44312,MEX,TOTAL,2017,41.507
44313,MEX,LESS_THAN_BASIC,2017,26.374
44314,MEX,BASIC,2017,37.487
44315,MEX,INTERMEDATE,2017,46.572
44316,MEX,ADVANCED,2017,67.542
44354,MEX,TOTAL,2016,41.787
44355,MEX,LESS_THAN_BASIC,2016,27.699
44356,MEX,BASIC,2016,37.919
44357,MEX,INTERMEDATE,2016,47.112
44358,MEX,ADVANCED,2016,68.096
44396,MEX,TOTAL,2015,41.493
44397,MEX,LESS_THAN_BASIC,2015,27.764
44398,MEX,BASIC,2015,37.734
44399,MEX,INTERMEDATE,2015,47.202
44400,MEX,ADVANCED,2015,67.781
44438,MEX,TOTAL,2014,41.03
44439,MEX,LESS_THAN_BASIC,2014,27.57
44440,MEX,BASIC,2014,37.103
44441,MEX,INTERMEDATE,2014,47.043
44442,MEX,ADVANCED,2014,68.214
44480,MEX,TOTAL,2013,41.763
44481,MEX,LESS_THAN_BASIC,2013,27.838
44482,MEX,BASIC,2013,38.046
44483,MEX,INTERMEDATE,2013,47.662
44484,MEX,ADVANCED,2013,69.268
44522,MEX,TOTAL,2012,41.763
44523,MEX,LESS_THAN_BASIC,2012,29.131
44524,MEX,BASIC,2012,37.982
44525,MEX,INTERMEDATE,2012,48.006
44526,MEX,ADVANCED,2012,69.424
44564,MEX,TOTAL,2011,40.702
44565,MEX,LESS_THAN_BASIC,2011,28.572
44566,MEX,BASIC,2011,36.874
44567,MEX,INTERMEDATE,2011,47.155
44568,MEX,ADVANCED,2011,69.698
44606,MEX,TOTAL,2010,40.311
44607,MEX,LESS_THAN_BASIC,2010,29.097
44608,MEX,BASIC,2010,36.36
44609,MEX,INTERMEDATE,2010,47.226
44610,MEX,ADVANCED,2010,69.634
44648,MEX,TOTAL,2009,40.473
44649,MEX,LESS_THAN_BASIC,2009,29.281
44650,MEX,BASIC,2009,36.534
44651,MEX,INTERMEDATE,2009,48.028
44652,MEX,ADVANCED,2009,71.125
44690,MEX,TOTAL,2008,40.564
44691,MEX,LESS_THAN_BASIC,2008,28.833
44692,MEX,BASIC,2008,37.287
44693,MEX,INTERMEDATE,2008,48.676
